participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.cq_3_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.development,session.config.name,session.config.participation_fee,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans_likelihood,otfe.1.player.survey_student_loans_with,otfe.1.player.survey_student_loans_without,otfe.1.player.survey_student_loans_with_likert,otfe.1.player.survey_student_loans_without_likert,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings_likelihood,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_savings_number,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation_likelihood,otfe.1.player.survey_repatriation,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.survey_tax_rates_1_prob,otfe.1.player.survey_tax_rates_2_prob,otfe.1.player.survey_tax_rates_3_prob,otfe.1.player.survey_tax_rates_4_prob,otfe.1.player.survey_tax_rates_5_prob,otfe.1.player.annual_income,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
524,27g1p0bw,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,524,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
525,q6wxf05t,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,525,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
526,duwtxa3f,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,526,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
527,0me2qoof,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,527,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
528,wndq5i0a,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,528,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
529,a3dssb6l,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,529,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
530,cghzu3z6,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,530,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
531,wlhs5pnd,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,531,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
532,oob92zmd,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,532,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
533,zmt98ziz,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,533,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
534,5p27vhcn,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,534,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
535,ta4jsciv,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,535,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
536,au3p8ovr,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,536,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
537,4yn2z45k,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,537,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
538,on1jap8a,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,538,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
539,z50zl128,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,539,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
540,h65w7lfa,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,540,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
541,u6oz7lky,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,541,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
542,b2wrty68,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,542,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
543,g8lb2pzi,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,543,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
544,wtqrjusu,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,544,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
545,nhnzevkf,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,545,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
546,6y9feqnh,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,546,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
547,h55qg9dj,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,547,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
548,afvn58he,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,548,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
549,dffjf5vj,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,549,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
550,pe6hky8n,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,550,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
551,v95w35u9,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,551,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
552,a2oi59ye,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,552,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
553,5ds789ni,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,553,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
554,50iig2ft,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,554,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
555,fnr66uiv,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,555,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
556,36csgbx5,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,556,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
557,nlrs8e0z,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,557,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
558,0pk87dvk,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,558,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
559,0vz5nxyn,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,559,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
560,f7zde4e0,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,560,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
561,txgtnodp,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,561,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
562,nof9q5qb,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,562,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
563,beodte8o,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,563,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
564,ojspb0x7,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,564,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
565,c87ufgk2,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,565,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
566,229diqvr,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,566,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
567,s0r2z157,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,567,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
568,kl83bkh2,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,568,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
569,9mp2c8jc,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,569,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
570,7lapafo1,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,570,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
571,hfankyto,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,571,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
572,8mpmpeux,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,572,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
573,bihvbhhg,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,573,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
574,y93825bu,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,574,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
575,zue5tr48,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,575,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
576,q3l6rbq6,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,576,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
577,zivm2o32,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,577,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
578,v6cgi4eq,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,578,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
579,x7f463w7,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,579,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
580,qqfpjntz,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,580,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
581,2eijtpq6,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,581,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
582,b1yn2g29,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,582,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
583,kweqqrpt,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,583,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
584,pjxerg1z,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,584,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
585,ewsqgzkl,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,585,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
586,jxwqjwsk,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,586,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
587,50smphhk,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,587,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
588,muoui38s,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,588,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
589,pkj2180q,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,589,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
590,zdrjvuv1,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,590,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
591,a4320dy3,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,591,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
592,rcgjtfie,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,592,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
593,iatbvho9,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,593,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
594,gbvihck6,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,594,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
595,y3qxg84d,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,595,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
596,fxf0as62,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,596,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
